pooling_nodes,id,seed,K,num_layers,pooling_edges,dataset,pool,reward,conv
0.271521829,YqjTm,44,3,5,0.5,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,mLpdD,55,3,5,0.5,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,MMAVH,66,3,5,0.5,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,Buqwe,77,3,5,0.5,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,AZ1Oa,88,3,5,0.5,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,RSBMU,99,3,5,0.5,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,dBhwh,110,3,5,0.5,PROTEINS,LookHops,0.6875,LiCheb
0.271521829,D1fHU,11,3,5,0.6,PROTEINS,LookHops,0.7589285714285714,LiCheb
0.271521829,pfpz9,22,3,5,0.6,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,j4m0L,33,3,5,0.6,PROTEINS,LookHops,0.7053571428571429,LiCheb
0.271521829,bVJi7,44,3,5,0.6,PROTEINS,LookHops,0.6875,LiCheb
0.271521829,Kb4g0,55,3,5,0.6,PROTEINS,LookHops,0.6785714285714286,LiCheb
0.271521829,K6INy,66,3,5,0.6,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,igpxn,77,3,5,0.6,PROTEINS,LookHops,0.8482142857142857,LiCheb
0.271521829,scnhK,88,3,5,0.6,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,yVFnl,99,3,5,0.6,PROTEINS,LookHops,0.7321428571428571,LiCheb
0.271521829,vy4cs,110,3,5,0.6,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,PAVQJ,11,3,5,0.7,PROTEINS,LookHops,0.7678571428571429,LiCheb
0.271521829,DZMnu,22,3,5,0.7,PROTEINS,LookHops,0.7053571428571429,LiCheb
0.271521829,ICeYf,33,3,5,0.7,PROTEINS,LookHops,0.7142857142857143,LiCheb
0.271521829,j6flI,44,3,5,0.7,PROTEINS,LookHops,0.6875,LiCheb
0.271521829,zXe5o,55,3,5,0.7,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,nv7ym,66,3,5,0.7,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,KwwoQ,77,3,5,0.7,PROTEINS,LookHops,0.8125,LiCheb
0.271521829,bdGll,88,3,5,0.7,PROTEINS,LookHops,0.6875,LiCheb
0.271521829,x37gq,99,3,5,0.7,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,lK0MT,110,3,5,0.7,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,O5ciA,11,3,5,0.8,PROTEINS,LookHops,0.75,LiCheb
0.271521829,eUCGT,22,3,5,0.8,PROTEINS,LookHops,0.7321428571428571,LiCheb
0.271521829,BG4h9,33,3,5,0.8,PROTEINS,LookHops,0.7410714285714286,LiCheb
0.271521829,kXZf3,44,3,5,0.8,PROTEINS,LookHops,0.6785714285714286,LiCheb
0.271521829,OkYIi,55,3,5,0.8,PROTEINS,LookHops,0.7053571428571429,LiCheb
0.271521829,K4sPG,66,3,5,0.8,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,J3R2D,77,3,5,0.8,PROTEINS,LookHops,0.8392857142857143,LiCheb
0.271521829,nTzJu,88,3,5,0.8,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,tZWr1,99,3,5,0.8,PROTEINS,LookHops,0.7053571428571429,LiCheb
0.271521829,pvHeJ,110,3,5,0.8,PROTEINS,LookHops,0.7321428571428571,LiCheb
0.271521829,Kjf6O,11,3,5,0.9,PROTEINS,LookHops,0.7589285714285714,LiCheb
0.271521829,xCEsD,22,3,5,0.9,PROTEINS,LookHops,0.7142857142857143,LiCheb
0.271521829,QhH7u,33,3,5,0.9,PROTEINS,LookHops,0.7232142857142857,LiCheb
0.271521829,Cmx6H,44,3,5,0.9,PROTEINS,LookHops,0.6785714285714286,LiCheb
0.271521829,PaSra,55,3,5,0.9,PROTEINS,LookHops,0.7142857142857143,LiCheb
0.271521829,tt4DT,66,3,5,0.9,PROTEINS,LookHops,0.7946428571428571,LiCheb
0.271521829,kuLfr,77,3,5,0.9,PROTEINS,LookHops,0.8303571428571429,LiCheb
0.271521829,dbeoU,88,3,5,0.9,PROTEINS,LookHops,0.6964285714285714,LiCheb
0.271521829,JFpYp,99,3,5,0.9,PROTEINS,LookHops,0.7053571428571429,LiCheb
0.271521829,XIyHL,110,3,5,0.9,PROTEINS,LookHops,0.7232142857142857,LiCheb
