K,pooling_ratio,edge_ratio,reward,id,dataset,lr,dropout_ratio,num_layers,batch_size,weight_decay
2,0.2876614831684031,0.5525628405854277,0.7767857142857143,YtjDJ,PROTEINS,0.001,0.4161997799622291,6,64,0
3,0.8334319148602487,0.8525898151195077,0.7946428571428571,eAGYD,PROTEINS,0.001,0.3615273585118505,5,64,0
1,0.573100140535327,0.970352856296463,0.7678571428571429,x0TV3,PROTEINS,0.001,0.33670999498284954,2,64,0
2,0.27550231158865746,0.5156133519219007,0.8125,dkJ5G,PROTEINS,0.001,0.879147620328467,5,64,0.001
2,0.864852293408205,0.607574766967048,0.7857142857142857,rmEMr,PROTEINS,0.001,0.3745059339720778,4,64,0.001
1,0.6145884117900218,0.5384028375101757,0.8125,iAA9m,PROTEINS,0.001,0.18210524136503542,3,64,0.001
2,0.23200791834392698,0.8692551499604804,0.7946428571428571,KOKFB,PROTEINS,0.001,0.3666828438173426,2,64,0
1,0.751197174665362,0.6192400362439032,0.7946428571428571,Kkr7T,PROTEINS,0.001,0.43200505141330875,3,64,0
1,0.41647900159889295,0.5645511183126778,0.8303571428571429,FrTlV,PROTEINS,0.001,0.0031853472439436815,4,64,0
2,0.5265348484409741,0.7667390638012411,0.7321428571428571,Ut9t0,PROTEINS,0.001,0.2590010088283345,4,64,0.001
4,0.5847217358467519,0.8878044136159193,0.8303571428571429,icCku,PROTEINS,0.001,0.06323899491558203,3,64,0
3,0.7375019767423311,0.8536973530132457,0.8125,TwCLr,PROTEINS,0.001,0.8657785021419213,6,64,0.001
1,0.4623958959425546,0.5021445237744246,0.8125,Tv3Ze,PROTEINS,0.001,0.5881691760794157,4,64,0.0001
4,0.6539182659491944,0.5755545686338772,0.8125,cEadH,PROTEINS,0.001,0.5127490773958319,4,64,0.0001
2,0.7120939895379492,0.6286884976210038,0.8214285714285714,Sot9U,PROTEINS,0.001,0.26687841323943035,6,64,0.0001
3,0.7694520833994779,0.6332437527769353,0.8035714285714286,eRYLg,PROTEINS,0.001,0.4813242145656929,5,64,0.0001
1,0.8320402082474597,0.6200243757266892,0.8392857142857143,gVEgl,PROTEINS,0.001,0.8219494716913766,6,64,0
4,0.5991567582588326,0.5768549753648974,0.8392857142857143,AZjVb,PROTEINS,0.001,0.44573439519977875,4,64,0.0001
1,0.25729358908625893,0.7942632359518478,0.8214285714285714,FUjsn,PROTEINS,0.001,0.5458998697866927,3,64,0.0001
2,0.4221027716670931,0.6521872441651457,0.7767857142857143,I9RLG,PROTEINS,0.001,0.008103584572644318,2,64,0
3,0.5625716502879765,0.875516308557007,0.7767857142857143,jOwEe,PROTEINS,0.001,0.30821368742465977,3,64,0
2,0.899101361341069,0.9173788437062196,0.8303571428571429,PD4J4,PROTEINS,0.001,0.2501223680294698,5,64,0
4,0.27450130652562266,0.6260418738086984,0.8214285714285714,A2R8d,PROTEINS,0.001,0.36103825872649664,4,64,0
4,0.4990115565857193,0.5492738383313223,0.8303571428571429,bMzdX,PROTEINS,0.001,0.4579048434223514,5,64,0
1,0.4730128854392609,0.5543397748318841,0.7589285714285714,upj4G,PROTEINS,0.001,0.6897866095969875,2,64,0.001
4,0.5568067116759466,0.9729932674458713,0.8125,jSQiD,PROTEINS,0.001,0.09400054665054214,3,64,0
2,0.13010174841434738,0.9702741799700271,0.8035714285714286,rtHNS,PROTEINS,0.001,0.06003351609766751,4,64,0
4,0.5441119516044839,0.7903398987583635,0.8035714285714286,qKa5n,PROTEINS,0.001,0.2572035173631754,6,64,0.0001
1,0.7305190685847666,0.5076346253568251,0.8035714285714286,aH4dv,PROTEINS,0.001,0.4531994631657588,6,64,0.0001
2,0.8356922688166754,0.7172246568642586,0.8392857142857143,PN1L5,PROTEINS,0.001,0.35483405226864306,6,64,0
2,0.3055686397268993,0.5128986630342592,0.8125,i1Xml,PROTEINS,0.001,0.7846045861757556,2,64,0.001
4,0.3878343344144395,0.5780403610321179,0.7946428571428571,DfJby,PROTEINS,0.001,0.6137283494208287,2,64,0.001
3,0.1813217086319094,0.730860170779568,0.8125,J5d2i,PROTEINS,0.001,0.8983971921926844,5,64,0.001
2,0.8089360601215387,0.5726353431485509,0.8303571428571429,d063A,PROTEINS,0.001,0.4213657058434111,2,64,0.001
2,0.2432980646817554,0.9186566685609795,0.8035714285714286,PIYbN,PROTEINS,0.001,0.7443456705097427,6,64,0
4,0.4675192746367187,0.9439458732040502,0.8303571428571429,DBrUY,PROTEINS,0.001,0.8734039869121445,5,64,0
3,0.8880824065498167,0.5368424313593023,0.7857142857142857,D3cX0,PROTEINS,0.001,0.19915656546440677,3,64,0
2,0.6776415110022761,0.8945683182370909,0.8303571428571429,C4RIu,PROTEINS,0.001,0.12953237582400498,2,64,0.001
4,0.13980022024130997,0.8465788461936115,0.8125,tJkt2,PROTEINS,0.001,0.7355417394050449,4,64,0.0001
4,0.7445580125396041,0.8928781217514199,0.7857142857142857,ArRhG,PROTEINS,0.001,0.42566599172201935,2,64,0.001
4,0.269143454352075,0.98276920125613,0.8303571428571429,s2RTZ,PROTEINS,0.001,0.7505186770610855,6,64,0
2,0.44007134862574504,0.6114496723928207,0.8392857142857143,tJ7O8,PROTEINS,0.001,0.8651333572144607,6,64,0.001
2,0.4031322992282582,0.5651970719566703,0.8392857142857143,YGnFY,PROTEINS,0.001,0.4659185181323845,5,64,0
3,0.10054302087416503,0.8484167219937617,0.8214285714285714,LZjAi,PROTEINS,0.001,0.6778787582402374,2,64,0.0001
3,0.38449621080552443,0.8737685784487383,0.8392857142857143,PdkXO,PROTEINS,0.001,0.559893214094653,5,64,0
1,0.23864391822091396,0.8664294228383546,0.8303571428571429,LEhI4,PROTEINS,0.001,0.5242452072855496,4,64,0.0001
4,0.2768484918130312,0.9532975174171054,0.8303571428571429,foh7H,PROTEINS,0.001,0.30454926975228286,5,64,0.0001
1,0.6079253709605694,0.5755015137879336,0.8125,mT0wc,PROTEINS,0.001,0.20693190146324777,6,64,0
3,0.6778681383279225,0.7397705322183327,0.7946428571428571,iX7aB,PROTEINS,0.001,0.4473924319513613,3,64,0.0001
3,0.5430730070383178,0.6552092731015089,0.8303571428571429,S56CN,PROTEINS,0.001,0.34572336825618366,6,64,0.001
4,0.719628854901884,0.9525232911775932,0.8392857142857143,H6a0D,PROTEINS,0.001,0.689739890043723,3,64,0.0001
3,0.49502441801965724,0.6814333594550975,0.8571428571428571,wNtKL,PROTEINS,0.001,0.2874256643899084,4,64,0.001
4,0.41304007275409427,0.9732132816060995,0.8214285714285714,OiiNl,PROTEINS,0.001,0.5328479371992271,4,64,0.0001
2,0.5382490434992199,0.9905505322802547,0.7767857142857143,XjT7m,PROTEINS,0.001,0.3488487371219403,5,64,0
3,0.2586069638341545,0.6989930610550795,0.8125,MedOK,PROTEINS,0.001,0.5249557062241916,3,64,0
4,0.8270228310630275,0.8201489262620474,0.8303571428571429,B7y88,PROTEINS,0.001,0.3362409333007631,4,64,0.0001
2,0.8314037157967991,0.71708510669466,0.8392857142857143,m3qNT,PROTEINS,0.001,0.5579122097491851,6,64,0.0001
2,0.829162068283336,0.6953506629340922,0.7946428571428571,FBh37,PROTEINS,0.001,0.5420795633836081,5,64,0.0001
2,0.8172216824588207,0.7012752379296678,0.8035714285714286,lLXtN,PROTEINS,0.001,0.8864390060067422,6,64,0.0001
4,0.6471780615830138,0.7125499960610364,0.7767857142857143,l8hyg,PROTEINS,0.001,0.8954336611028213,6,64,0.0001
4,0.6548787367985739,0.7496545961633687,0.8125,abKV8,PROTEINS,0.001,0.22986059430657693,6,64,0.0001
4,0.4028955379580369,0.7238569859126255,0.8035714285714286,Shc1p,PROTEINS,0.001,0.8444959887323523,6,64,0.0001
4,0.38449985001371756,0.7358642396714276,0.7857142857142857,wHUzs,PROTEINS,0.001,0.8956340755002332,6,64,0.0001
4,0.34215810310846884,0.6988074213697301,0.8482142857142857,pQDhb,PROTEINS,0.001,0.56075700151517,6,64,0.0001
1,0.6312808889702618,0.7319457425459365,0.8303571428571429,wPnFY,PROTEINS,0.001,0.24345891814095758,6,64,0.0001
4,0.6468723044832022,0.7221213980089001,0.7767857142857143,e1GPa,PROTEINS,0.001,0.525428288467756,6,64,0.0001
2,0.6888951567325707,0.6909460793563766,0.8214285714285714,YBQLt,PROTEINS,0.001,0.19823639532081785,5,64,0.0001
2,0.6753093181120482,0.6879994841062661,0.7946428571428571,p4sBp,PROTEINS,0.001,0.18830322842882902,5,64,0.0001
2,0.6424193019734341,0.6872302078127863,0.8303571428571429,fC1Cl,PROTEINS,0.001,0.18427338685858724,5,64,0.0001
1,0.3685989406657344,0.6880357612472827,0.8214285714285714,SdCGe,PROTEINS,0.001,0.16788599848092234,4,64,0.0001
2,0.6383944969506963,0.735795696299327,0.7946428571428571,YvIgA,PROTEINS,0.001,0.19244355462184295,5,64,0.0001
4,0.6321414292581445,0.689355186822435,0.8125,YJIN7,PROTEINS,0.001,0.5828121654534072,3,64,0.0001
4,0.6135056881598808,0.7091882282021984,0.8214285714285714,JTzBg,PROTEINS,0.001,0.5916682355810525,3,64,0.0001
4,0.35439885967340223,0.6767586421957346,0.7946428571428571,RpiTT,PROTEINS,0.001,0.5727528738044055,6,64,0.0001
4,0.36713455671496187,0.7114847033532843,0.8303571428571429,eAlAN,PROTEINS,0.001,0.576449450433155,6,64,0.0001
4,0.6366256025287202,0.6951909417086651,0.8392857142857143,GIbjD,PROTEINS,0.001,0.5983159474390747,6,64,0.0001
4,0.3554848632781238,0.6900147588433985,0.8303571428571429,fYKOe,PROTEINS,0.001,0.5964675697800462,6,64,0.0001
4,0.336458800798479,0.6877752625256228,0.8303571428571429,H034L,PROTEINS,0.001,0.6066068277022065,5,64,0.0001
3,0.22220445252640655,0.990911759365296,0.8303571428571429,mRofF,PROTEINS,0.001,0.5923212793561272,3,64,0.0001
3,0.33423348526243174,0.992289751474812,0.8035714285714286,c6cyb,PROTEINS,0.001,0.5972905665950795,3,64,0.0001
4,0.33045094526822144,0.6796773864103505,0.8571428571428571,Xf8Jj,PROTEINS,0.001,0.7940058376381381,3,64,0.0001
3,0.35088744619047085,0.6830089660439501,0.8571428571428571,EacXs,PROTEINS,0.001,0.5998292183984473,6,64,0
3,0.3412193343378406,0.6715666890598847,0.8303571428571429,gc5bP,PROTEINS,0.001,0.6194992133897693,4,64,0.001
3,0.3385350738096128,0.6784757284683096,0.8482142857142857,wlKdy,PROTEINS,0.001,0.7937322049648349,4,64,0.001
1,0.3410846756677617,0.6923342249708111,0.7857142857142857,qlJqj,PROTEINS,0.001,0.6371585983046141,6,64,0.001
1,0.34790104859397164,0.6712736111552342,0.8125,fEUnn,PROTEINS,0.001,0.83460054274179,6,64,0.001
1,0.3404058082063816,0.6677005416194397,0.7946428571428571,gmTlf,PROTEINS,0.001,0.8113816020595493,6,64,0.001
1,0.33782764983688346,0.6762716436998764,0.7946428571428571,xCpNR,PROTEINS,0.001,0.8055811446198723,6,64,0.001
3,0.33951831834647495,0.6638894575666379,0.8482142857142857,Tstby,PROTEINS,0.001,0.1720040140366588,2,64,0.001
1,0.33257733744939244,0.6788188813551902,0.8214285714285714,Rs5oK,PROTEINS,0.001,0.8391310320828702,2,64,0.001
3,0.33144369873552454,0.6785170656379607,0.8392857142857143,bgRdd,PROTEINS,0.001,0.6339251758291206,2,64,0.001
3,0.34490778404760836,0.6606219701734097,0.8214285714285714,LhgLb,PROTEINS,0.001,0.16953747513661993,2,64,0.001
3,0.37746049056470066,0.6698680690862218,0.8303571428571429,bJzge,PROTEINS,0.001,0.16479249272778035,2,64,0.001
3,0.35712953716282625,0.675890789004589,0.8303571428571429,xdcEq,PROTEINS,0.001,0.6422747937269602,2,64,0.001
3,0.34613730190477066,0.6801163920660431,0.8482142857142857,Oyd3h,PROTEINS,0.001,0.624657413151363,2,64,0.001
3,0.3410826867835808,0.8172635726035338,0.8303571428571429,O7sDY,PROTEINS,0.001,0.6487164464450381,2,64,0.001
3,0.34259192006469924,0.6668424771279111,0.8392857142857143,hLp5Y,PROTEINS,0.001,0.6425395112475041,2,64,0.001
3,0.3580656370970412,0.67365452597036,0.8303571428571429,aglHG,PROTEINS,0.001,0.6473861377263421,2,64,0.001
3,0.34385459807534396,0.6732512742747347,0.8392857142857143,aZwdO,PROTEINS,0.001,0.6537193719143768,2,64,0.001
3,0.777694926070682,0.5956737266960912,0.8035714285714286,YORUJ,PROTEINS,0.001,0.6775715973995506,2,64,0.001
3,0.33687286410744655,0.5931930673232987,0.8214285714285714,CSvvF,PROTEINS,0.001,0.6568026002328657,2,64,0.001
3,0.3478091971330679,0.67178580269787,0.7946428571428571,P5Wn3,PROTEINS,0.001,0.6540612654485377,2,64,0.001
3,0.357306814938164,0.6439027007419673,0.8303571428571429,lzHJ6,PROTEINS,0.001,0.6468359572079554,2,64,0.001
3,0.36099727537488413,0.6736170946066331,0.8214285714285714,xhgTN,PROTEINS,0.001,0.15055153231277757,2,64,0.001
3,0.34749272633235634,0.5953118616235336,0.8214285714285714,DdEnc,PROTEINS,0.001,0.14010771923894383,2,64,0.001
3,0.36241041718804523,0.6707387761166792,0.8571428571428571,Vwdjy,PROTEINS,0.001,0.12797812762931543,2,64,0.001
3,0.35892565242372076,0.6596145840676753,0.8035714285714286,LZHrc,PROTEINS,0.001,0.04389646148018364,2,64,0.001
3,0.3287533167843817,0.6703990864597491,0.8482142857142857,yngHQ,PROTEINS,0.001,0.1343111833995917,2,64,0.001
3,0.3358178621964092,0.5929593910134405,0.8035714285714286,GKvf3,PROTEINS,0.001,0.0899908927938397,2,64,0.001
3,0.3176951149484075,0.6657362831766086,0.8571428571428571,jDjRK,PROTEINS,0.001,0.12243064573389817,2,64,0.001
3,0.35767695560913354,0.5865729925530315,0.8125,uDoy0,PROTEINS,0.001,0.14075696418001427,2,64,0.001
4,0.504698461016172,0.6392844005337428,0.8125,T3OSt,PROTEINS,0.001,0.4104250002567034,4,64,0.001
4,0.20490229040854202,0.5931082790163344,0.8660714285714286,O9WRw,PROTEINS,0.001,0.6393681774586166,4,64,0.001
4,0.1692523813008174,0.7750225128969612,0.8392857142857143,fidWX,PROTEINS,0.001,0.40057916969195373,4,64,0.001
4,0.20366940062316977,0.6404686418466942,0.8214285714285714,I49Oy,PROTEINS,0.001,0.4089974435091938,4,64,0.001
4,0.5045919621786128,0.5905206053459021,0.8125,pEPSd,PROTEINS,0.001,0.3946072749767444,4,64,0.001
4,0.5096080357592461,0.6402357489638569,0.8482142857142857,REKiX,PROTEINS,0.001,0.41091440648131294,4,64,0.001
3,0.5010122789265188,0.6371751163843157,0.8482142857142857,kbh4c,PROTEINS,0.001,0.08664456854240489,2,64,0.001
4,0.49832752698467847,0.5940803036750039,0.8035714285714286,Xgkcz,PROTEINS,0.001,0.7821669579001743,4,64,0.001
3,0.30301786434920047,0.6385952846909344,0.8214285714285714,b5IBZ,PROTEINS,0.001,0.09466362176776139,2,64,0.001
3,0.1073954797605784,0.5971450046572457,0.8571428571428571,KyzOm,PROTEINS,0.001,0.0463045805176196,2,64,0.001
3,0.5060053336060031,0.5988052244839832,0.8482142857142857,UNOEr,PROTEINS,0.001,0.04094376910707542,2,64,0.001
3,0.20308595546578456,0.5894402265955031,0.8660714285714286,Vp0SO,PROTEINS,0.001,0.3984549266230266,2,64,0.001
3,0.3073130398267723,0.5938762592303943,0.8660714285714286,StSCl,PROTEINS,0.001,0.7844283639994858,2,64,0.001
4,0.3066101568757748,0.6425465768183863,0.8392857142857143,YHxRL,PROTEINS,0.001,0.49482148188952413,4,64,0.001
4,0.503965996022855,0.6430221304452293,0.8571428571428571,PzoTL,PROTEINS,0.001,0.78747294885591,4,64,0.001
4,0.30506844203985684,0.6389322992728801,0.8214285714285714,cPnPw,PROTEINS,0.001,0.3923280598686637,4,64,0.001
4,0.4433298068423793,0.6390239118277837,0.8214285714285714,yjdz9,PROTEINS,0.001,0.4030533898558642,4,64,0.001
4,0.4415055449578049,0.7753633793744706,0.8214285714285714,T3ho2,PROTEINS,0.001,0.4950313579212116,4,64,0.001
3,0.5049298621904993,0.6429929087055631,0.7946428571428571,hs6ML,PROTEINS,0.001,0.3890978247326627,4,64,0.001
3,0.49661492099680005,0.6400225839583347,0.8303571428571429,bwdNo,PROTEINS,0.001,0.7097207910444457,4,64,0.001
3,0.30473405783045804,0.7725069947668579,0.7857142857142857,FGpbZ,PROTEINS,0.001,0.7158301627838312,4,64,0.001
3,0.20003145006502193,0.7798426987673016,0.8303571428571429,QAyTd,PROTEINS,0.001,0.7216093337822245,4,64,0.001
3,0.3068434594046725,0.767885012587983,0.8214285714285714,TtC3g,PROTEINS,0.001,0.39788639470023435,4,64,0.001
3,0.4982227099916598,0.7877657627281779,0.8035714285714286,OSJwv,PROTEINS,0.001,0.030329111062663394,3,64,0.001
4,0.5767678341873386,0.7667321917918013,0.8214285714285714,q85sK,PROTEINS,0.001,0.7223807835615235,3,64,0.0001
4,0.18600519578880803,0.7765614423313644,0.8482142857142857,eHKSv,PROTEINS,0.001,0.41304116064147,3,64,0.0001
1,0.20729603848608233,0.6424810628881383,0.7410714285714286,r04CO,PROTEINS,0.001,0.39212469257824156,3,64,0.001
1,0.5090303408595065,0.7677822588585143,0.7142857142857143,UANTd,PROTEINS,0.001,0.40131012441784025,3,64,0.001
1,0.5097517573431869,0.77412400770647,0.7142857142857143,HHqbR,PROTEINS,0.001,0.39798872738629393,3,64,0.001
1,0.49093175297404673,0.7668510506817978,0.7589285714285714,gY4fQ,PROTEINS,0.001,0.4075137812066779,3,64,0.001
3,0.30591119801164524,0.7667554391103928,0.8660714285714286,i4txf,PROTEINS,0.001,0.2846235223084749,4,64,0.001
3,0.21045335195208353,0.7652608259190897,0.8214285714285714,al51O,PROTEINS,0.001,0.28022116351993354,4,64,0.001
3,0.20465293334336832,0.7734239320473615,0.8392857142857143,zFCEu,PROTEINS,0.001,0.299415045227308,4,64,0.001
4,0.21333848833258762,0.7721352618592157,0.8125,IHfe9,PROTEINS,0.001,0.1102690836581725,3,64,0.001
4,0.1767151072256674,0.5263696964901184,0.8660714285714286,Ynu3f,PROTEINS,0.001,0.2934139842846476,3,64,0
3,0.10300689779458638,0.5188489063392271,0.8571428571428571,O5Bhe,PROTEINS,0.001,0.3959678642601604,4,64,0.001
4,0.18380191635355103,0.5273521835476757,0.8660714285714286,SgjGx,PROTEINS,0.001,0.38397487020391396,3,64,0
4,0.16078326056183015,0.5229973434965408,0.7946428571428571,Sblwh,PROTEINS,0.001,0.4027354756871317,3,64,0
4,0.18302410862355747,0.5278843350484801,0.8660714285714286,p4tuQ,PROTEINS,0.001,0.3961587927011164,3,64,0
4,0.17684817588261237,0.77707360342729,0.8392857142857143,CjnkS,PROTEINS,0.001,0.3957089957796757,3,64,0
4,0.18049372719415005,0.520354460260729,0.8482142857142857,W2qZz,PROTEINS,0.001,0.7696668184605586,3,64,0
3,0.14266176979537445,0.5244242963911653,0.875,qEr4N,PROTEINS,0.001,0.49787912731213985,3,64,0
4,0.17576621999481656,0.5596527241133674,0.8214285714285714,mgQCE,PROTEINS,0.001,0.3944766901608385,3,64,0
3,0.47718210652448634,0.518561146856741,0.8303571428571429,ZtMhS,PROTEINS,0.001,0.7203462912389501,4,64,0.001
1,0.1587239397515736,0.5258159885676134,0.8035714285714286,XM1Ob,PROTEINS,0.001,0.7175841301247192,4,64,0.001
1,0.13575079826843495,0.5288721820384151,0.8214285714285714,e0sAX,PROTEINS,0.001,0.7300306614914432,4,64,0.001
1,0.16241152648710283,0.5218054511882702,0.8214285714285714,sulkZ,PROTEINS,0.001,0.7087539784106147,4,64,0.001
1,0.15726262181357045,0.5191144988142999,0.8303571428571429,OSoiM,PROTEINS,0.001,0.48132223417901887,4,64,0.001
1,0.13045918328389267,0.5274973119493328,0.7767857142857143,WRFsQ,PROTEINS,0.001,0.4804293068312491,4,64,0
1,0.1401773332103886,0.5380877126597381,0.8125,rMo4r,PROTEINS,0.001,0.4909898558793334,4,64,0
1,0.14466750633148368,0.5218937430243746,0.8125,BrPHz,PROTEINS,0.001,0.48765946174314034,4,64,0
1,0.11060974004655348,0.5279136549146104,0.7857142857142857,n8y7b,PROTEINS,0.001,0.4967624970238,4,64,0
1,0.14036422698319956,0.5143027355073563,0.7321428571428571,BvC9H,PROTEINS,0.001,0.4950660234678248,3,64,0
1,0.13339996215983352,0.5426179870926587,0.7410714285714286,Sav3Y,PROTEINS,0.001,0.49662593192103327,3,64,0
1,0.1341639722101695,0.5216455807707345,0.7589285714285714,Q2PPP,PROTEINS,0.001,0.3162935077223832,3,64,0
1,0.14349154171156223,0.5268307763735152,0.7589285714285714,fWTKV,PROTEINS,0.001,0.4791423167877502,3,64,0
1,0.14345355504449073,0.5258163845017454,0.7767857142857143,FjaX2,PROTEINS,0.001,0.7699952683214034,2,64,0
1,0.15350477194676768,0.5241452774163581,0.7767857142857143,b5bMC,PROTEINS,0.001,0.3305423610109922,2,64,0
1,0.13753328619799532,0.5392408028458124,0.8214285714285714,PFtHU,PROTEINS,0.001,0.7634298592509112,2,64,0
1,0.14145940943798035,0.5287560312425821,0.8125,wCny4,PROTEINS,0.001,0.7559510205776787,2,64,0
1,0.14588800210611283,0.5305828565612043,0.75,lNAII,PROTEINS,0.001,0.3100960319037768,2,64,0
