pooling_ratio,dataset,id,reward,weight_decay,dropout_ratio,edge_ratio,K,batch_size,lr,num_layers
0.6104440555344314,ENZYMES,KtjHq,0.43333333333333335,0,0,0.6849288519728558,1,256,0.001,3
0.6738348121508453,ENZYMES,sHUnj,0.48333333333333334,0,0,0.6947576353460206,1,256,0.001,3
0.3135829425310198,ENZYMES,FkhxK,0.4,0,0,0.659178682626951,1,256,0.001,3
0.432399379433824,ENZYMES,T2nSL,0.2,0,0,0.37237010286219036,1,256,0.001,3
0.6741775399554301,ENZYMES,POylr,0.5666666666666667,0,0,0.6345180460696744,1,256,0.001,3
0.6054635903176082,ENZYMES,XpANo,0.5333333333333333,0,0,0.6652842232729423,1,256,0.001,3
0.4254600017371617,ENZYMES,Bim32,0.4,0,0,0.9657476700547374,1,256,0.001,3
0.4272265852698026,ENZYMES,wT6hh,0.3333333333333333,0,0,0.5074657638319913,1,256,0.001,3
0.615985259471303,ENZYMES,DbQHg,0.4166666666666667,0,0,0.665454181064118,1,256,0.001,3
0.6054156280023993,ENZYMES,IbkU5,0.45,0,0,0.643200253158146,1,256,0.001,3
0.6067828223492142,ENZYMES,rOFko,0.45,0,0,0.7064661530531448,1,256,0.001,3
0.6763621420887324,ENZYMES,VhBOb,0.4666666666666667,0,0,0.6577897315063954,1,256,0.001,3
0.6840987106176619,ENZYMES,Myt74,0.36666666666666664,0,0,0.3859536227944289,1,256,0.001,3
0.3099643778250207,ENZYMES,Si3ya,0.38333333333333336,0,0,0.710401242561664,1,256,0.001,3
0.6159993192733753,ENZYMES,yzpan,0.5,0,0,0.37677708571388274,1,256,0.001,3
0.5732379662584735,ENZYMES,c2lYr,0.55,0,0,0.6633726077635409,1,256,0.001,3
0.6792088963285913,ENZYMES,mLmUg,0.6,0,0,0.3764757640670116,1,256,0.001,4
0.6103612095254713,ENZYMES,XDYA1,0.5,0,0,0.37459606738300255,1,256,0.001,4
0.7143246884899394,ENZYMES,osvni,0.6,0,0,0.5932617131319633,1,256,0.001,4
0.5638763851893884,ENZYMES,J8Sn1,0.5333333333333333,0,0,0.3077404572863387,1,256,0.001,3
0.5652129409370059,ENZYMES,J76Pl,0.6,0,0,0.7028425059124661,1,256,0.001,3
0.5650531413519291,ENZYMES,WKbAJ,0.6166666666666667,0,0,0.3023352746233358,1,256,0.001,3
0.7058269965905316,ENZYMES,yimZq,0.4166666666666667,0,0,0.29612830341555574,1,256,0.001,3
0.5738958099206793,ENZYMES,U9TdK,0.5333333333333333,0,0,0.5932944566942483,1,256,0.001,3
0.5675680069010312,ENZYMES,AycDJ,0.5333333333333333,0,0,0.38982473474534707,1,256,0.001,3
0.6470937175151109,ENZYMES,W3SMv,0.55,0,0,0.3018905621713418,1,256,0.001,3
0.3040345037827707,ENZYMES,LRZRZ,0.2833333333333333,0,0,0.3033446149015377,1,256,0.001,3
0.5732464306329296,ENZYMES,E6qrb,0.55,0,0,0.300806483115307,1,256,0.001,3
0.6431348333707418,ENZYMES,igRGw,0.45,0,0,0.3954378708921748,1,256,0.001,3
0.6439243603716343,ENZYMES,TVrCj,0.5,0,0,0.3955776523732996,1,256,0.001,3
0.5728213612324056,ENZYMES,JLrkb,0.6,0,0,0.30312189983119286,1,256,0.001,3
0.5701237805633897,ENZYMES,jIrVf,0.5333333333333333,0,0,0.2993634153329725,1,256,0.001,3
