batch_size,dropout_ratio,num_layers,dataset,edge_ratio,id,lr,pooling_ratio,weight_decay,reward,K
256,0,3,PROTEINS,0.7455107866187582,AggZX,0.001,0.7443192426737562,0,0.8392857142857143,4
256,0,6,PROTEINS,0.6591888027853277,xoZUw,0.001,0.422991973344814,0,0.75,4
256,0,4,PROTEINS,0.6369772067008332,SvFnc,0.001,0.46681737441212856,0,0.75,1
256,0,5,PROTEINS,0.9206763060922363,Hrkgp,0.001,0.6847491850063541,0,0.8125,3
256,0,5,PROTEINS,0.8026449900742816,JUrih,0.001,0.45288415350856637,0,0.8303571428571429,4
256,0,5,PROTEINS,0.6976101449543849,txB1X,0.001,0.3931058980922614,0,0.8035714285714286,2
256,0,2,PROTEINS,0.9039503487098683,ALYS0,0.001,0.2572023991475912,0,0.8214285714285714,3
256,0,3,PROTEINS,0.9380344603107506,bk3kb,0.001,0.5852675911310634,0,0.8303571428571429,3
256,0,6,PROTEINS,0.9895050494203109,vH6vM,0.001,0.29722800154401985,0,0.7678571428571429,1
256,0,3,PROTEINS,0.578560955851602,pPvdL,0.001,0.25363372021191105,0,0.8660714285714286,3
256,0,2,PROTEINS,0.7893292544625432,oUO4w,0.001,0.1038959974164575,0,0.8303571428571429,1
256,0,3,PROTEINS,0.7037935639777224,Lp0Id,0.001,0.5705844664843237,0,0.8303571428571429,3
256,0,2,PROTEINS,0.669704724557707,Thkqc,0.001,0.49878943541324927,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7393306305816747,WNkD4,0.001,0.6758549954795895,0,0.8125,3
256,0,2,PROTEINS,0.6966374209180309,yieTT,0.001,0.4808129235268205,0,0.8303571428571429,4
256,0,6,PROTEINS,0.9759073131029662,N2Il4,0.001,0.35932275088853693,0,0.7767857142857143,3
256,0,5,PROTEINS,0.5089159629847063,uqTqA,0.001,0.4245639820284519,0,0.8125,4
256,0,4,PROTEINS,0.5001643878358886,JdUdj,0.001,0.5286345368265869,0,0.7678571428571429,1
256,0,2,PROTEINS,0.9796930031417967,uUav1,0.001,0.3851488585152868,0,0.7857142857142857,2
256,0,2,PROTEINS,0.9874535951982754,v9Z9B,0.001,0.7678951608947381,0,0.8035714285714286,1
256,0,3,PROTEINS,0.9020937037312815,VQ6Kj,0.001,0.39076509892760913,0,0.8125,2
256,0,5,PROTEINS,0.8455933863209502,Hqxzx,0.001,0.7268810344554816,0,0.7946428571428571,4
256,0,2,PROTEINS,0.7744851258634651,HLXDS,0.001,0.21779228998011382,0,0.75,1
256,0,3,PROTEINS,0.6054114001521107,WtCCw,0.001,0.28430215239141954,0,0.8839285714285714,3
256,0,3,PROTEINS,0.6849015479365078,akgvx,0.001,0.39989977958008693,0,0.7678571428571429,2
256,0,3,PROTEINS,0.6156052530560245,vX1Co,0.001,0.49490334200511465,0,0.8125,3
256,0,4,PROTEINS,0.7991909346408985,sLcWI,0.001,0.19913628908157976,0,0.7589285714285714,1
256,0,3,PROTEINS,0.753347201066735,LJ58j,0.001,0.3663350311971434,0,0.75,1
256,0,4,PROTEINS,0.9668813969660692,I0f4g,0.001,0.3633776471068727,0,0.7142857142857143,1
256,0,5,PROTEINS,0.5510600461736616,HFd8N,0.001,0.3627153474062902,0,0.8482142857142857,2
256,0,4,PROTEINS,0.7430653632743076,JYsMF,0.001,0.1220222384460798,0,0.75,1
256,0,5,PROTEINS,0.531324857976754,GSL14,0.001,0.19857409322772554,0,0.8839285714285714,3
256,0,4,PROTEINS,0.7492295200460163,gjoNG,0.001,0.5143219682341436,0,0.7410714285714286,1
256,0,3,PROTEINS,0.5631953514058741,mf0jp,0.001,0.7173890090586539,0,0.8482142857142857,4
256,0,3,PROTEINS,0.7414111199904241,MBmMq,0.001,0.8748600688939191,0,0.7857142857142857,1
256,0,3,PROTEINS,0.8787563370904252,xhox5,0.001,0.669145066357261,0,0.8035714285714286,2
256,0,3,PROTEINS,0.7479309382640493,cTgvb,0.001,0.3529884771935816,0,0.8392857142857143,2
256,0,2,PROTEINS,0.6729521370075502,OSIQZ,0.001,0.7848213872328127,0,0.8571428571428571,2
256,0,4,PROTEINS,0.7503156680732406,oEojk,0.001,0.3095736793842938,0,0.8125,2
256,0,6,PROTEINS,0.6013316317481842,rC6f4,0.001,0.31694573160143485,0,0.8035714285714286,3
256,0,5,PROTEINS,0.5777106991450602,zmcx7,0.001,0.10501156258388297,0,0.8839285714285714,3
256,0,6,PROTEINS,0.6038211870845368,fwzgb,0.001,0.3071369088390214,0,0.8214285714285714,3
256,0,6,PROTEINS,0.6186472649364605,mJ8ID,0.001,0.10918971695473266,0,0.8571428571428571,3
256,0,6,PROTEINS,0.6391947517601191,neLkb,0.001,0.11909055510895528,0,0.7857142857142857,3
256,0,6,PROTEINS,0.6197174280935737,zSS08,0.001,0.10686475306571412,0,0.8660714285714286,3
256,0,6,PROTEINS,0.6293007192935816,kWrx2,0.001,0.10315895499810886,0,0.7767857142857143,1
256,0,6,PROTEINS,0.6280259695064148,qwBdP,0.001,0.2857660060500949,0,0.8125,3
256,0,6,PROTEINS,0.6239089496936465,YIMRv,0.001,0.2679777036226088,0,0.8482142857142857,3
256,0,6,PROTEINS,0.6369923381822296,IOuYz,0.001,0.12100382065609415,0,0.7857142857142857,3
256,0,6,PROTEINS,0.6324410550941855,DbcYw,0.001,0.11305317671844457,0,0.7946428571428571,3
256,0,6,PROTEINS,0.6473072440506764,zlZir,0.001,0.10759766967542964,0,0.8482142857142857,3
256,0,6,PROTEINS,0.644381019638671,ER7l6,0.001,0.29977863603380156,0,0.7767857142857143,3
256,0,6,PROTEINS,0.6546418258863708,L3pcQ,0.001,0.33032795417279437,0,0.7946428571428571,3
256,0,6,PROTEINS,0.6412349992198262,gzEge,0.001,0.3241209808241249,0,0.7946428571428571,3
256,0,6,PROTEINS,0.629423853751119,BHnSz,0.001,0.10434563906420119,0,0.8839285714285714,3
256,0,6,PROTEINS,0.6551382205499886,V1JO8,0.001,0.3086440753897663,0,0.8392857142857143,3
256,0,6,PROTEINS,0.6393805624942348,rQwnB,0.001,0.3096344399760087,0,0.8214285714285714,3
256,0,6,PROTEINS,0.6417993265811838,qfFNM,0.001,0.3219357276461205,0,0.7946428571428571,3
256,0,6,PROTEINS,0.6550320214564692,Paqd1,0.001,0.10049919043360583,0,0.875,3
256,0,6,PROTEINS,0.6477763996308186,DqtU7,0.001,0.10933631255234354,0,0.8839285714285714,3
256,0,6,PROTEINS,0.6470732180232243,RINQG,0.001,0.30071602894133653,0,0.8214285714285714,3
256,0,2,PROTEINS,0.6462276363749115,p8waH,0.001,0.10961936557637635,0,0.8660714285714286,3
256,0,6,PROTEINS,0.677365160346892,wj4yB,0.001,0.8330982774094532,0,0.7946428571428571,2
256,0,4,PROTEINS,0.5627479050870148,AIQrB,0.001,0.2921448888445425,0,0.875,3
256,0,6,PROTEINS,0.31844496613143075,Ku24K,0.001,0.7998773865883296,0,0.8392857142857143,2
256,0,3,PROTEINS,0.4811609852686294,itUEk,0.001,0.6527358872065433,0,0.8125,2
256,0,3,PROTEINS,0.8163254540915126,cHWkJ,0.001,0.6749605382844364,0,0.8214285714285714,2
256,0,5,PROTEINS,0.3844578964616903,BfX0v,0.001,0.4657253391041034,0,0.7678571428571429,2
256,0,6,PROTEINS,0.5447156801892457,dA1rD,0.001,0.3488724795318706,0,0.8125,1
256,0,6,PROTEINS,0.7995203183768265,hjl6D,0.001,0.31148207314239307,0,0.7946428571428571,1
256,0,5,PROTEINS,0.23890804616267503,AvJQi,0.001,0.29457433066885114,0,0.8303571428571429,4
256,0,2,PROTEINS,0.43582133814792634,SbobF,0.001,0.7052846760363295,0,0.8214285714285714,2
256,0,4,PROTEINS,0.37294855207255023,PDihE,0.001,0.6480075693972367,0,0.8125,4
256,0,5,PROTEINS,0.47586244037676617,Bc2bv,0.001,0.822411299562202,0,0.7767857142857143,4
256,0,3,PROTEINS,0.49557000787842886,dXbRD,0.001,0.4566927618510962,0,0.7589285714285714,1
256,0,2,PROTEINS,0.5221324003366472,DYgUa,0.001,0.7784526756118938,0,0.8214285714285714,1
256,0,2,PROTEINS,0.40062073568507994,Lk6zX,0.001,0.4876377052087224,0,0.7321428571428571,1
256,0,2,PROTEINS,0.5073749486749035,BQ2yI,0.001,0.812032929399629,0,0.8303571428571429,2
256,0,3,PROTEINS,0.55401761666846,MBB4P,0.001,0.8611615206471293,0,0.8214285714285714,2
256,0,5,PROTEINS,0.8721785367434305,wUoa0,0.001,0.11973831151887566,0,0.7946428571428571,2
256,0,5,PROTEINS,0.5835360292105204,gAKTI,0.001,0.5356434244434536,0,0.7767857142857143,2
256,0,5,PROTEINS,0.56091928276119,ZMVo6,0.001,0.4497838375712735,0,0.8303571428571429,1
256,0,3,PROTEINS,0.597832915311072,UvOOu,0.001,0.8327800287723894,0,0.8303571428571429,1
256,0,2,PROTEINS,0.6436530595903465,x4VLS,0.001,0.74733039840131,0,0.8303571428571429,2
256,0,2,PROTEINS,0.3080140534884343,xEx9S,0.001,0.8765282321907935,0,0.7946428571428571,3
256,0,2,PROTEINS,0.4125281514490715,aqnoX,0.001,0.6274106998322416,0,0.8303571428571429,3
256,0,5,PROTEINS,0.43967117713120984,OZpvF,0.001,0.2715218290118334,0,0.8928571428571429,3
256,0,5,PROTEINS,0.4186417026874726,QdDB6,0.001,0.28135490316984885,0,0.8392857142857143,3
256,0,5,PROTEINS,0.39860393906099795,coqgl,0.001,0.27027728135008855,0,0.8482142857142857,3
256,0,5,PROTEINS,0.37953512414259727,f0JSP,0.001,0.26631328813174393,0,0.8839285714285714,3
256,0,5,PROTEINS,0.435568654594081,oBhKA,0.001,0.28075209573244386,0,0.8303571428571429,3
256,0,5,PROTEINS,0.6593540973000998,JEih2,0.001,0.3982157162620922,0,0.8392857142857143,3
256,0,3,PROTEINS,0.5670833652897147,A5oWF,0.001,0.1623869795592234,0,0.8214285714285714,3
256,0,2,PROTEINS,0.6148863627525104,bsvaj,0.001,0.6316409969832362,0,0.7678571428571429,1
256,0,5,PROTEINS,0.5573962100102803,ZREKF,0.001,0.242492251717767,0,0.8571428571428571,3
256,0,2,PROTEINS,0.5924126489995888,c24at,0.001,0.6000724696444976,0,0.8303571428571429,3
256,0,3,PROTEINS,0.8392832906199259,NPQvY,0.001,0.28238873880772064,0,0.7321428571428571,2
256,0,5,PROTEINS,0.5043732157796731,mITqv,0.001,0.18729962932929595,0,0.8571428571428571,3
256,0,2,PROTEINS,0.7886960641231403,ExeXk,0.001,0.7708854232631833,0,0.8035714285714286,1
256,0,2,PROTEINS,0.5855960996424707,VBq8G,0.001,0.7264180367512297,0,0.8303571428571429,2
256,0,3,PROTEINS,0.5646296262514134,yTdLe,0.001,0.438125593243737,0,0.8303571428571429,4
256,0,2,PROTEINS,0.5333886859832431,CKjaO,0.001,0.6058301875186239,0,0.7946428571428571,2
256,0,5,PROTEINS,0.8544455663800381,VBuQM,0.001,0.5712170048295807,0,0.8214285714285714,3
256,0,2,PROTEINS,0.8331358013224016,lMPkA,0.001,0.8491235863767853,0,0.8125,1
256,0,6,PROTEINS,0.5578548439677158,QfsPc,0.001,0.6904350188053587,0,0.8214285714285714,3
256,0,6,PROTEINS,0.9231502302046353,dCFBL,0.001,0.1887326923586053,0,0.7946428571428571,4
256,0,3,PROTEINS,0.5917893297775323,KEvL8,0.001,0.1464218238699358,0,0.7678571428571429,1
256,0,3,PROTEINS,0.9046079334312904,DM8ZB,0.001,0.5797576267724546,0,0.7767857142857143,1
256,0,4,PROTEINS,0.8135269910109391,d6kf6,0.001,0.638534125401004,0,0.8125,2
256,0,6,PROTEINS,0.560359534296414,lBC1k,0.001,0.217972897283617,0,0.8035714285714286,3
256,0,5,PROTEINS,0.5523040271866656,eO18l,0.001,0.2134090361157645,0,0.8571428571428571,3
256,0,5,PROTEINS,0.5527204836030336,LLGyv,0.001,0.2096804320239405,0,0.7589285714285714,4
256,0,5,PROTEINS,0.5529547809626789,RWtCm,0.001,0.19894873831641108,0,0.8035714285714286,4
256,0,5,PROTEINS,0.55922755197122,WIJbZ,0.001,0.2178656714335466,0,0.8392857142857143,4
256,0,5,PROTEINS,0.5661068903419424,yBSu9,0.001,0.20429827624395264,0,0.8035714285714286,4
256,0,5,PROTEINS,0.538746898974242,dvVju,0.001,0.20763175257926064,0,0.8214285714285714,4
256,0,5,PROTEINS,0.5704217332098499,fUq0O,0.001,0.1947663257661249,0,0.8125,4
256,0,5,PROTEINS,0.5586727872806077,MaFiw,0.001,0.21424875179251296,0,0.8125,4
256,0,5,PROTEINS,0.7064579776756449,ienXK,0.001,0.2133286006749517,0,0.8482142857142857,4
256,0,5,PROTEINS,0.5579315018511486,sh7GQ,0.001,0.20720247268448402,0,0.8392857142857143,4
256,0,5,PROTEINS,0.7044632816817289,D75jV,0.001,0.23849055692428744,0,0.7767857142857143,4
256,0,5,PROTEINS,0.7067236425379454,q7BTx,0.001,0.23190116146683998,0,0.8392857142857143,4
256,0,5,PROTEINS,0.7991933441576125,JABPf,0.001,0.20401982464849186,0,0.8482142857142857,4
256,0,5,PROTEINS,0.7028020290559367,vRtnq,0.001,0.20234671274338933,0,0.8660714285714286,4
256,0,5,PROTEINS,0.6883836782642703,hmA5E,0.001,0.20026142360644095,0,0.7946428571428571,4
256,0,5,PROTEINS,0.6983436470933833,HDHhc,0.001,0.2006096446666532,0,0.8571428571428571,4
256,0,5,PROTEINS,0.8125984308816058,xT9gI,0.001,0.20145184164519966,0,0.8571428571428571,4
256,0,5,PROTEINS,0.7051978225087142,NcPr5,0.001,0.20552327552509894,0,0.7589285714285714,4
256,0,5,PROTEINS,0.8516573424340236,QjRMr,0.001,0.19789879730401866,0,0.8392857142857143,4
256,0,5,PROTEINS,0.7032748308810253,RvqIC,0.001,0.19400509247124686,0,0.8035714285714286,4
256,0,5,PROTEINS,0.6896795212651492,p5tkl,0.001,0.18618078463656557,0,0.8035714285714286,4
256,0,5,PROTEINS,0.6879785565200486,jQzKW,0.001,0.24745857642439334,0,0.75,4
256,0,5,PROTEINS,0.8542516696937446,qPPAD,0.001,0.19398434902069428,0,0.8482142857142857,4
256,0,5,PROTEINS,0.7082406394843301,Jlr3x,0.001,0.19004098167611405,0,0.8482142857142857,4
256,0,4,PROTEINS,0.7026924917541558,sDnXg,0.001,0.18000565169591282,0,0.8482142857142857,4
256,0,4,PROTEINS,0.7126340900782381,RPaFC,0.001,0.19767340670988837,0,0.8392857142857143,4
256,0,4,PROTEINS,0.6983135031246281,BDqx5,0.001,0.18222834952361153,0,0.8660714285714286,4
256,0,5,PROTEINS,0.7057925057509103,pbdeV,0.001,0.22701532592546317,0,0.8125,4
256,0,5,PROTEINS,0.7106168033180316,rwGbC,0.001,0.21158071979187315,0,0.8482142857142857,4
256,0,5,PROTEINS,0.8052403672984277,K1M4r,0.001,0.21033033781257204,0,0.7946428571428571,4
256,0,5,PROTEINS,0.8111328054091227,CBOdI,0.001,0.20473715352032384,0,0.8214285714285714,4
256,0,5,PROTEINS,0.6886971197396764,AVQ1x,0.001,0.18037467782616928,0,0.7946428571428571,4
256,0,5,PROTEINS,0.7160469958839102,ImnPA,0.001,0.2116940419250569,0,0.8214285714285714,4
256,0,5,PROTEINS,0.7205070767109516,DVGwV,0.001,0.19211623504646508,0,0.7946428571428571,4
256,0,5,PROTEINS,0.7746891809948104,TJGAT,0.001,0.20833320533723104,0,0.7946428571428571,4
256,0,5,PROTEINS,0.7846751485230513,clAEx,0.001,0.22570546916877365,0,0.7767857142857143,4
256,0,4,PROTEINS,0.7866179365868265,GPX0j,0.001,0.3938581607805526,0,0.8303571428571429,4
256,0,4,PROTEINS,0.7861176357809868,PEgPX,0.001,0.39249839278287274,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7268733477728896,KIxqB,0.001,0.38810595449537083,0,0.8214285714285714,4
256,0,4,PROTEINS,0.7172680558093976,t0F1v,0.001,0.3908593072698008,0,0.8125,4
256,0,4,PROTEINS,0.7131478562058594,u3Zct,0.001,0.3687316911973068,0,0.8125,4
256,0,4,PROTEINS,0.7074642946178489,G1Ryu,0.001,0.41270322975937634,0,0.8214285714285714,4
256,0,4,PROTEINS,0.7232866752625939,y6S1o,0.001,0.39714301250483525,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7163572302976733,c4R4b,0.001,0.3922086074829615,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7052306185291749,ZiSdX,0.001,0.3851443313201226,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7144472199965334,Wsvw7,0.001,0.3914368140981923,0,0.8125,4
256,0,4,PROTEINS,0.7266487917877723,fvZFn,0.001,0.21129035701755597,0,0.875,4
256,0,4,PROTEINS,0.7189246918161472,KL9Gl,0.001,0.17665465739842479,0,0.8928571428571429,4
256,0,4,PROTEINS,0.7033374638559962,S2Xu2,0.001,0.18943721724251533,0,0.8303571428571429,4
256,0,4,PROTEINS,0.73073571194471,vXwfy,0.001,0.3901601087621581,0,0.8035714285714286,4
256,0,4,PROTEINS,0.7350695297869266,rUyqU,0.001,0.36458393178101484,0,0.8214285714285714,4
256,0,4,PROTEINS,0.7247052773125984,r75qP,0.001,0.37500982069498723,0,0.7946428571428571,4
256,0,4,PROTEINS,0.7073426165940935,NRQoX,0.001,0.39212538187099133,0,0.7946428571428571,4
